JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/synthetic_graph_10task_condition4_awb_full.json
Problem type: classification
Dataset: synthetic_taskshift
Tasks: 10
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/synthetic_graph/results/synthetic_graph_10task_condition4_awb_full_run2/synthetic_graph_10task_condition4_awb_full_run2
############################################################
# Run ID: 2
############################################################
Task-Shift Synthetic Graph Dataset:
====================================
Total graphs: 1000
Train/Test split: 80%/20%
Number of features: 10
Number of classes: 5
Task-shift enabled: True
  Feature noise base: 0.1
  Edge dropout base: 0.05
  Feature shift base: 0.05
============================================================
Task 0
============================================================
Task 0 (training): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=800, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Task 0 (testing): All 5 classes with perturbation (noise_σ=0.00, edge_drop=0.00, shift=0.00), current=200, memory=800
Standard CL training (lr=0.001000, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
  0%|          | 0/400 [00:00<?, ?it/s]
  0%|          | 1/400 [01:53<12:32:18, 113.13s/it]
  0%|          | 1/400 [01:56<12:32:18, 113.13s/it, CE=1.999799e+00 H=1.999568e+00 dV_dx=0.000000e+00 dV_dθ=-2.308827e-04 ||∇||=3.207113e+01 | Tr=0.2163]
 64%|██████▍   | 258/400 [17:51<08:27,  3.58s/it, CE=9.354375e-01 H=9.352953e-01 dV_dx=0.000000e+00 dV_dθ=-1.421639e-04 ||∇||=3.127135e+01 | Tr=0.6082]
 65%|██████▍   | 259/400 [17:51<08:59,  3.83s/it, CE=9.354375e-01 H=9.352953e-01 dV_dx=0.000000e+00 dV_dθ=-1.421639e-04 ||∇||=3.127135e+01 | Tr=0.6082]
 65%|██████▍   | 259/400 [17:55<08:59,  3.83s/it, CE=9.437771e-01 H=9.436275e-01 dV_dx=0.000000e+00 dV_dθ=-1.496349e-04 ||∇||=3.376399e+01 | Tr=0.6106]
 65%|██████▌   | 260/400 [17:55<09:10,  3.93s/it, CE=9.437771e-01 H=9.436275e-01 dV_dx=0.000000e+00 dV_dθ=-1.496349e-04 ||∇||=3.376399e+01 | Tr=0.6106]
 65%|██████▌   | 260/400 [17:59<09:10,  3.93s/it, CE=9.582797e-01 H=9.581076e-01 dV_dx=0.000000e+00 dV_dθ=-1.721397e-04 ||∇||=3.905069e+01 | Tr=0.5853]
 65%|██████▌   | 261/400 [17:59<09:07,  3.94s/it, CE=9.582797e-01 H=9.581076e-01 dV_dx=0.000000e+00 dV_dθ=-1.721397e-04 ||∇||=3.905069e+01 | Tr=0.5853]
 65%|██████▌   | 261/400 [18:02<09:07,  3.94s/it, CE=9.537346e-01 H=9.535597e-01 dV_dx=0.000000e+00 dV_dθ=-1.749488e-04 ||∇||=3.998712e+01 | Tr=0.6238]
 66%|██████▌   | 262/400 [18:02<08:37,  3.75s/it, CE=9.537346e-01 H=9.535597e-01 dV_dx=0.000000e+00 dV_dθ=-1.749488e-04 ||∇||=3.998712e+01 | Tr=0.6238]
 66%|██████▌   | 262/400 [18:06<08:37,  3.75s/it, CE=9.383465e-01 H=9.381949e-01 dV_dx=0.000000e+00 dV_dθ=-1.516401e-04 ||∇||=3.484430e+01 | Tr=0.6046]
 66%|██████▌   | 263/400 [18:06<08:24,  3.68s/it, CE=9.383465e-01 H=9.381949e-01 dV_dx=0.000000e+00 dV_dθ=-1.516401e-04 ||∇||=3.484430e+01 | Tr=0.6046]
 66%|██████▌   | 263/400 [18:09<08:24,  3.68s/it, CE=9.283047e-01 H=9.281483e-01 dV_dx=0.000000e+00 dV_dθ=-1.564872e-04 ||∇||=3.546206e+01 | Tr=0.6274]
 66%|██████▌   | 264/400 [18:09<07:59,  3.52s/it, CE=9.283047e-01 H=9.281483e-01 dV_dx=0.000000e+00 dV_dθ=-1.564872e-04 ||∇||=3.546206e+01 | Tr=0.6274]
 66%|██████▌   | 264/400 [18:12<07:59,  3.52s/it, CE=9.267436e-01 H=9.265878e-01 dV_dx=0.000000e+00 dV_dθ=-1.557541e-04 ||∇||=3.604956e+01 | Tr=0.6166]
 66%|██████▋   | 265/400 [18:12<07:51,  3.49s/it, CE=9.267436e-01 H=9.265878e-01 dV_dx=0.000000e+00 dV_dθ=-1.557541e-04 ||∇||=3.604956e+01 | Tr=0.6166]
 66%|██████▋   | 265/400 [18:16<07:51,  3.49s/it, CE=9.260506e-01 H=9.258962e-01 dV_dx=0.000000e+00 dV_dθ=-1.544575e-04 ||∇||=3.576903e+01 | Tr=0.6106]
 66%|██████▋   | 266/400 [18:16<08:09,  3.65s/it, CE=9.260506e-01 H=9.258962e-01 dV_dx=0.000000e+00 dV_dθ=-1.544575e-04 ||∇||=3.576903e+01 | Tr=0.6106]
 66%|██████▋   | 266/400 [18:19<08:09,  3.65s/it, CE=9.368382e-01 H=9.366704e-01 dV_dx=0.000000e+00 dV_dθ=-1.678092e-04 ||∇||=3.874618e+01 | Tr=0.6310]
 67%|██████▋   | 267/400 [18:19<07:33,  3.41s/it, CE=9.368382e-01 H=9.366704e-01 dV_dx=0.000000e+00 dV_dθ=-1.678092e-04 ||∇||=3.874618e+01 | Tr=0.6310]
 67%|██████▋   | 267/400 [18:22<07:33,  3.41s/it, CE=9.031585e-01 H=9.030334e-01 dV_dx=0.000000e+00 dV_dθ=-1.251201e-04 ||∇||=2.853105e+01 | Tr=0.6466]
 67%|██████▋   | 268/400 [18:22<07:07,  3.24s/it, CE=9.031585e-01 H=9.030334e-01 dV_dx=0.000000e+00 dV_dθ=-1.251201e-04 ||∇||=2.853105e+01 | Tr=0.6466]
 67%|██████▋   | 268/400 [18:26<07:07,  3.24s/it, CE=9.000818e-01 H=8.999541e-01 dV_dx=0.000000e+00 dV_dθ=-1.276863e-04 ||∇||=2.911386e+01 | Tr=0.6286]
 67%|██████▋   | 269/400 [18:26<07:17,  3.34s/it, CE=9.000818e-01 H=8.999541e-01 dV_dx=0.000000e+00 dV_dθ=-1.276863e-04 ||∇||=2.911386e+01 | Tr=0.6286]
 67%|██████▋   | 269/400 [18:29<07:17,  3.34s/it, CE=8.915285e-01 H=8.913970e-01 dV_dx=0.000000e+00 dV_dθ=-1.314756e-04 ||∇||=2.983044e+01 | Tr=0.6346]
 68%|██████▊   | 270/400 [18:29<07:31,  3.47s/it, CE=8.915285e-01 H=8.913970e-01 dV_dx=0.000000e+00 dV_dθ=-1.314756e-04 ||∇||=2.983044e+01 | Tr=0.6346]
 68%|██████▊   | 270/400 [18:33<07:31,  3.47s/it, CE=9.002026e-01 H=9.000557e-01 dV_dx=0.000000e+00 dV_dθ=-1.469276e-04 ||∇||=3.397875e+01 | Tr=0.6190]
 68%|██████▊   | 271/400 [18:33<07:46,  3.62s/it, CE=9.002026e-01 H=9.000557e-01 dV_dx=0.000000e+00 dV_dθ=-1.469276e-04 ||∇||=3.397875e+01 | Tr=0.6190]
 68%|██████▊   | 271/400 [18:36<07:46,  3.62s/it, CE=9.018585e-01 H=9.017040e-01 dV_dx=0.000000e+00 dV_dθ=-1.545317e-04 ||∇||=3.554468e+01 | Tr=0.6286]
 68%|██████▊   | 272/400 [18:36<07:09,  3.35s/it, CE=9.018585e-01 H=9.017040e-01 dV_dx=0.000000e+00 dV_dθ=-1.545317e-04 ||∇||=3.554468e+01 | Tr=0.6286]
 68%|██████▊   | 272/400 [18:40<07:09,  3.35s/it, CE=9.139364e-01 H=9.137602e-01 dV_dx=0.000000e+00 dV_dθ=-1.761807e-04 ||∇||=4.044934e+01 | Tr=0.6202]
 68%|██████▊   | 273/400 [18:40<07:24,  3.50s/it, CE=9.139364e-01 H=9.137602e-01 dV_dx=0.000000e+00 dV_dθ=-1.761807e-04 ||∇||=4.044934e+01 | Tr=0.6202]
 68%|██████▊   | 273/400 [18:44<07:24,  3.50s/it, CE=9.136228e-01 H=9.134574e-01 dV_dx=0.000000e+00 dV_dθ=-1.653893e-04 ||∇||=3.839068e+01 | Tr=0.6226]
 68%|██████▊   | 274/400 [18:44<07:25,  3.53s/it, CE=9.136228e-01 H=9.134574e-01 dV_dx=0.000000e+00 dV_dθ=-1.653893e-04 ||∇||=3.839068e+01 | Tr=0.6226]
 68%|██████▊   | 274/400 [18:47<07:25,  3.53s/it, CE=9.155088e-01 H=9.153325e-01 dV_dx=0.000000e+00 dV_dθ=-1.762786e-04 ||∇||=4.086372e+01 | Tr=0.6202]
 69%|██████▉   | 275/400 [18:47<07:27,  3.58s/it, CE=9.155088e-01 H=9.153325e-01 dV_dx=0.000000e+00 dV_dθ=-1.762786e-04 ||∇||=4.086372e+01 | Tr=0.6202]
 69%|██████▉   | 275/400 [18:52<07:27,  3.58s/it, CE=9.069076e-01 H=9.067526e-01 dV_dx=0.000000e+00 dV_dθ=-1.550234e-04 ||∇||=3.529662e+01 | Tr=0.6406 Te/Cur=0.3906 Te/Exp=0.6211]
 69%|██████▉   | 276/400 [18:52<08:05,  3.91s/it, CE=9.069076e-01 H=9.067526e-01 dV_dx=0.000000e+00 dV_dθ=-1.550234e-04 ||∇||=3.529662e+01 | Tr=0.6406 Te/Cur=0.3906 Te/Exp=0.6211]
 69%|██████▉   | 276/400 [18:56<08:05,  3.91s/it, CE=8.724565e-01 H=8.723407e-01 dV_dx=0.000000e+00 dV_dθ=-1.158209e-04 ||∇||=2.607688e+01 | Tr=0.6587]                            
 69%|██████▉   | 277/400 [18:56<08:02,  3.92s/it, CE=8.724565e-01 H=8.723407e-01 dV_dx=0.000000e+00 dV_dθ=-1.158209e-04 ||∇||=2.607688e+01 | Tr=0.6587]
 69%|██████▉   | 277/400 [19:00<08:02,  3.92s/it, CE=8.752498e-01 H=8.751210e-01 dV_dx=0.000000e+00 dV_dθ=-1.287985e-04 ||∇||=2.873767e+01 | Tr=0.6514]
 70%|██████▉   | 278/400 [19:00<07:49,  3.85s/it, CE=8.752498e-01 H=8.751210e-01 dV_dx=0.000000e+00 dV_dθ=-1.287985e-04 ||∇||=2.873767e+01 | Tr=0.6514]
 70%|██████▉   | 278/400 [19:02<07:49,  3.85s/it, CE=8.830402e-01 H=8.828922e-01 dV_dx=0.000000e+00 dV_dθ=-1.480109e-04 ||∇||=3.348637e+01 | Tr=0.6526]
 70%|██████▉   | 279/400 [19:02<07:11,  3.57s/it, CE=8.830402e-01 H=8.828922e-01 dV_dx=0.000000e+00 dV_dθ=-1.480109e-04 ||∇||=3.348637e+01 | Tr=0.6526]
 70%|██████▉   | 279/400 [19:06<07:11,  3.57s/it, CE=9.018853e-01 H=9.017209e-01 dV_dx=0.000000e+00 dV_dθ=-1.644034e-04 ||∇||=3.753543e+01 | Tr=0.6406]
 70%|███████   | 280/400 [19:06<07:11,  3.59s/it, CE=9.018853e-01 H=9.017209e-01 dV_dx=0.000000e+00 dV_dθ=-1.644034e-04 ||∇||=3.753543e+01 | Tr=0.6406]
 70%|███████   | 280/400 [19:09<07:11,  3.59s/it, CE=9.008898e-01 H=9.007323e-01 dV_dx=0.000000e+00 dV_dθ=-1.575467e-04 ||∇||=3.566995e+01 | Tr=0.6587]
 70%|███████   | 281/400 [19:09<06:57,  3.51s/it, CE=9.008898e-01 H=9.007323e-01 dV_dx=0.000000e+00 dV_dθ=-1.575467e-04 ||∇||=3.566995e+01 | Tr=0.6587]
 70%|███████   | 281/400 [19:12<06:57,  3.51s/it, CE=8.984274e-01 H=8.982672e-01 dV_dx=0.000000e+00 dV_dθ=-1.601936e-04 ||∇||=3.585584e+01 | Tr=0.6406]
 70%|███████   | 282/400 [19:12<06:34,  3.34s/it, CE=8.984274e-01 H=8.982672e-01 dV_dx=0.000000e+00 dV_dθ=-1.601936e-04 ||∇||=3.585584e+01 | Tr=0.6406]
 70%|███████   | 282/400 [19:16<06:34,  3.34s/it, CE=8.894254e-01 H=8.892808e-01 dV_dx=0.000000e+00 dV_dθ=-1.446659e-04 ||∇||=3.285214e+01 | Tr=0.6502]
 71%|███████   | 283/400 [19:16<06:34,  3.37s/it, CE=8.894254e-01 H=8.892808e-01 dV_dx=0.000000e+00 dV_dθ=-1.446659e-04 ||∇||=3.285214e+01 | Tr=0.6502]
 71%|███████   | 283/400 [19:19<06:34,  3.37s/it, CE=8.932965e-01 H=8.931501e-01 dV_dx=0.000000e+00 dV_dθ=-1.464294e-04 ||∇||=3.255039e+01 | Tr=0.6538]
 71%|███████   | 284/400 [19:19<06:28,  3.35s/it, CE=8.932965e-01 H=8.931501e-01 dV_dx=0.000000e+00 dV_dθ=-1.464294e-04 ||∇||=3.255039e+01 | Tr=0.6538]
 71%|███████   | 284/400 [19:22<06:28,  3.35s/it, CE=8.868352e-01 H=8.866887e-01 dV_dx=0.000000e+00 dV_dθ=-1.465020e-04 ||∇||=3.300157e+01 | Tr=0.6575]
 71%|███████▏  | 285/400 [19:22<06:22,  3.32s/it, CE=8.868352e-01 H=8.866887e-01 dV_dx=0.000000e+00 dV_dθ=-1.465020e-04 ||∇||=3.300157e+01 | Tr=0.6575]
 71%|███████▏  | 285/400 [19:27<06:22,  3.32s/it, CE=8.916518e-01 H=8.915020e-01 dV_dx=0.000000e+00 dV_dθ=-1.498412e-04 ||∇||=3.291670e+01 | Tr=0.6490]
 72%|███████▏  | 286/400 [19:27<06:48,  3.58s/it, CE=8.916518e-01 H=8.915020e-01 dV_dx=0.000000e+00 dV_dθ=-1.498412e-04 ||∇||=3.291670e+01 | Tr=0.6490]
 72%|███████▏  | 286/400 [19:30<06:48,  3.58s/it, CE=8.797027e-01 H=8.795430e-01 dV_dx=0.000000e+00 dV_dθ=-1.597836e-04 ||∇||=3.643687e+01 | Tr=0.6647]
 72%|███████▏  | 287/400 [19:30<06:46,  3.60s/it, CE=8.797027e-01 H=8.795430e-01 dV_dx=0.000000e+00 dV_dθ=-1.597836e-04 ||∇||=3.643687e+01 | Tr=0.6647]
 72%|███████▏  | 287/400 [19:34<06:46,  3.60s/it, CE=8.960765e-01 H=8.959098e-01 dV_dx=0.000000e+00 dV_dθ=-1.666704e-04 ||∇||=3.709750e+01 | Tr=0.6430]
 72%|███████▏  | 288/400 [19:34<06:58,  3.74s/it, CE=8.960765e-01 H=8.959098e-01 dV_dx=0.000000e+00 dV_dθ=-1.666704e-04 ||∇||=3.709750e+01 | Tr=0.6430]
 72%|███████▏  | 288/400 [19:38<06:58,  3.74s/it, CE=8.975263e-01 H=8.973561e-01 dV_dx=0.000000e+00 dV_dθ=-1.701793e-04 ||∇||=3.947326e+01 | Tr=0.6526]
 72%|███████▏  | 289/400 [19:38<06:51,  3.70s/it, CE=8.975263e-01 H=8.973561e-01 dV_dx=0.000000e+00 dV_dθ=-1.701793e-04 ||∇||=3.947326e+01 | Tr=0.6526]
 72%|███████▏  | 289/400 [19:41<06:51,  3.70s/it, CE=8.967601e-01 H=8.966002e-01 dV_dx=0.000000e+00 dV_dθ=-1.598784e-04 ||∇||=3.572070e+01 | Tr=0.6334]
 72%|███████▎  | 290/400 [19:41<06:42,  3.66s/it, CE=8.967601e-01 H=8.966002e-01 dV_dx=0.000000e+00 dV_dθ=-1.598784e-04 ||∇||=3.572070e+01 | Tr=0.6334]
 72%|███████▎  | 290/400 [19:45<06:42,  3.66s/it, CE=8.535584e-01 H=8.534362e-01 dV_dx=0.000000e+00 dV_dθ=-1.221863e-04 ||∇||=2.687923e+01 | Tr=0.6659]
 73%|███████▎  | 291/400 [19:45<06:34,  3.62s/it, CE=8.535584e-01 H=8.534362e-01 dV_dx=0.000000e+00 dV_dθ=-1.221863e-04 ||∇||=2.687923e+01 | Tr=0.6659]
 73%|███████▎  | 291/400 [19:49<06:34,  3.62s/it, CE=8.500027e-01 H=8.498739e-01 dV_dx=0.000000e+00 dV_dθ=-1.287811e-04 ||∇||=2.813954e+01 | Tr=0.6683]
 73%|███████▎  | 292/400 [19:49<06:37,  3.68s/it, CE=8.500027e-01 H=8.498739e-01 dV_dx=0.000000e+00 dV_dθ=-1.287811e-04 ||∇||=2.813954e+01 | Tr=0.6683]
 73%|███████▎  | 292/400 [19:52<06:37,  3.68s/it, CE=8.541745e-01 H=8.540353e-01 dV_dx=0.000000e+00 dV_dθ=-1.392447e-04 ||∇||=3.086497e+01 | Tr=0.6587]
 73%|███████▎  | 293/400 [19:52<06:21,  3.56s/it, CE=8.541745e-01 H=8.540353e-01 dV_dx=0.000000e+00 dV_dθ=-1.392447e-04 ||∇||=3.086497e+01 | Tr=0.6587]
 73%|███████▎  | 293/400 [19:55<06:21,  3.56s/it, CE=8.652399e-01 H=8.650941e-01 dV_dx=0.000000e+00 dV_dθ=-1.457293e-04 ||∇||=3.218678e+01 | Tr=0.6562]
 74%|███████▎  | 294/400 [19:55<06:07,  3.47s/it, CE=8.652399e-01 H=8.650941e-01 dV_dx=0.000000e+00 dV_dθ=-1.457293e-04 ||∇||=3.218678e+01 | Tr=0.6562]
 74%|███████▎  | 294/400 [19:59<06:07,  3.47s/it, CE=8.729742e-01 H=8.728173e-01 dV_dx=0.000000e+00 dV_dθ=-1.568550e-04 ||∇||=3.469728e+01 | Tr=0.6394]
 74%|███████▍  | 295/400 [19:59<06:09,  3.52s/it, CE=8.729742e-01 H=8.728173e-01 dV_dx=0.000000e+00 dV_dθ=-1.568550e-04 ||∇||=3.469728e+01 | Tr=0.6394]
 74%|███████▍  | 295/400 [20:03<06:09,  3.52s/it, CE=8.787140e-01 H=8.785550e-01 dV_dx=0.000000e+00 dV_dθ=-1.590351e-04 ||∇||=3.486102e+01 | Tr=0.6454]
 74%|███████▍  | 296/400 [20:03<06:14,  3.61s/it, CE=8.787140e-01 H=8.785550e-01 dV_dx=0.000000e+00 dV_dθ=-1.590351e-04 ||∇||=3.486102e+01 | Tr=0.6454]
 74%|███████▍  | 296/400 [20:07<06:14,  3.61s/it, CE=8.714895e-01 H=8.713339e-01 dV_dx=0.000000e+00 dV_dθ=-1.555698e-04 ||∇||=3.479598e+01 | Tr=0.6430]
 74%|███████▍  | 297/400 [20:07<06:24,  3.73s/it, CE=8.714895e-01 H=8.713339e-01 dV_dx=0.000000e+00 dV_dθ=-1.555698e-04 ||∇||=3.479598e+01 | Tr=0.6430]
 74%|███████▍  | 297/400 [20:11<06:24,  3.73s/it, CE=8.772443e-01 H=8.770830e-01 dV_dx=0.000000e+00 dV_dθ=-1.613282e-04 ||∇||=3.553734e+01 | Tr=0.6514]
 74%|███████▍  | 298/400 [20:11<06:27,  3.79s/it, CE=8.772443e-01 H=8.770830e-01 dV_dx=0.000000e+00 dV_dθ=-1.613282e-04 ||∇||=3.553734e+01 | Tr=0.6514]
 74%|███████▍  | 298/400 [20:14<06:27,  3.79s/it, CE=8.595789e-01 H=8.594254e-01 dV_dx=0.000000e+00 dV_dθ=-1.535154e-04 ||∇||=3.427390e+01 | Tr=0.6611]
 75%|███████▍  | 299/400 [20:14<06:04,  3.61s/it, CE=8.595789e-01 H=8.594254e-01 dV_dx=0.000000e+00 dV_dθ=-1.535154e-04 ||∇||=3.427390e+01 | Tr=0.6611]
 75%|███████▍  | 299/400 [20:17<06:04,  3.61s/it, CE=8.924625e-01 H=8.922934e-01 dV_dx=0.000000e+00 dV_dθ=-1.690596e-04 ||∇||=3.742918e+01 | Tr=0.6454]
 75%|███████▌  | 300/400 [20:17<05:43,  3.43s/it, CE=8.924625e-01 H=8.922934e-01 dV_dx=0.000000e+00 dV_dθ=-1.690596e-04 ||∇||=3.742918e+01 | Tr=0.6454]
 75%|███████▌  | 300/400 [20:21<05:43,  3.43s/it, CE=8.722965e-01 H=8.721448e-01 dV_dx=0.000000e+00 dV_dθ=-1.516589e-04 ||∇||=3.266204e+01 | Tr=0.6490 Te/Cur=0.4062 Te/Exp=0.5781]
 75%|███████▌  | 301/400 [20:21<05:59,  3.63s/it, CE=8.722965e-01 H=8.721448e-01 dV_dx=0.000000e+00 dV_dθ=-1.516589e-04 ||∇||=3.266204e+01 | Tr=0.6490 Te/Cur=0.4062 Te/Exp=0.5781]
 75%|███████▌  | 301/400 [20:25<05:59,  3.63s/it, CE=9.102697e-01 H=9.100802e-01 dV_dx=0.000000e+00 dV_dθ=-1.894438e-04 ||∇||=4.286348e+01 | Tr=0.6478]                            
 76%|███████▌  | 302/400 [20:25<06:08,  3.76s/it, CE=9.102697e-01 H=9.100802e-01 dV_dx=0.000000e+00 dV_dθ=-1.894438e-04 ||∇||=4.286348e+01 | Tr=0.6478]
 76%|███████▌  | 302/400 [20:29<06:08,  3.76s/it, CE=9.116004e-01 H=9.114064e-01 dV_dx=0.000000e+00 dV_dθ=-1.939894e-04 ||∇||=4.288957e+01 | Tr=0.6406]
 76%|███████▌  | 303/400 [20:29<06:15,  3.88s/it, CE=9.116004e-01 H=9.114064e-01 dV_dx=0.000000e+00 dV_dθ=-1.939894e-04 ||∇||=4.288957e+01 | Tr=0.6406]
 76%|███████▌  | 303/400 [20:34<06:15,  3.88s/it, CE=9.263005e-01 H=9.261161e-01 dV_dx=0.000000e+00 dV_dθ=-1.844566e-04 ||∇||=4.075345e+01 | Tr=0.6250]
 76%|███████▌  | 304/400 [20:34<06:24,  4.00s/it, CE=9.263005e-01 H=9.261161e-01 dV_dx=0.000000e+00 dV_dθ=-1.844566e-04 ||∇||=4.075345e+01 | Tr=0.6250]
 76%|███████▌  | 304/400 [20:38<06:24,  4.00s/it, CE=9.285281e-01 H=9.283083e-01 dV_dx=0.000000e+00 dV_dθ=-2.197568e-04 ||∇||=4.982753e+01 | Tr=0.6322]
 76%|███████▋  | 305/400 [20:38<06:30,  4.11s/it, CE=9.285281e-01 H=9.283083e-01 dV_dx=0.000000e+00 dV_dθ=-2.197568e-04 ||∇||=4.982753e+01 | Tr=0.6322]
 76%|███████▋  | 305/400 [20:41<06:30,  4.11s/it, CE=9.356685e-01 H=9.354543e-01 dV_dx=0.000000e+00 dV_dθ=-2.142818e-04 ||∇||=4.959343e+01 | Tr=0.6346]
 76%|███████▋  | 306/400 [20:41<06:08,  3.92s/it, CE=9.356685e-01 H=9.354543e-01 dV_dx=0.000000e+00 dV_dθ=-2.142818e-04 ||∇||=4.959343e+01 | Tr=0.6346]
 76%|███████▋  | 306/400 [20:45<06:08,  3.92s/it, CE=9.168724e-01 H=9.167029e-01 dV_dx=0.000000e+00 dV_dθ=-1.695254e-04 ||∇||=3.850140e+01 | Tr=0.6214]
 77%|███████▋  | 307/400 [20:45<05:51,  3.78s/it, CE=9.168724e-01 H=9.167029e-01 dV_dx=0.000000e+00 dV_dθ=-1.695254e-04 ||∇||=3.850140e+01 | Tr=0.6214]
 77%|███████▋  | 307/400 [20:48<05:51,  3.78s/it, CE=9.281874e-01 H=9.279602e-01 dV_dx=0.000000e+00 dV_dθ=-2.271814e-04 ||∇||=5.131211e+01 | Tr=0.6262]
 77%|███████▋  | 308/400 [20:48<05:39,  3.69s/it, CE=9.281874e-01 H=9.279602e-01 dV_dx=0.000000e+00 dV_dθ=-2.271814e-04 ||∇||=5.131211e+01 | Tr=0.6262]
 77%|███████▋  | 308/400 [20:52<05:39,  3.69s/it, CE=9.330153e-01 H=9.327969e-01 dV_dx=0.000000e+00 dV_dθ=-2.183519e-04 ||∇||=4.902336e+01 | Tr=0.6310]
 77%|███████▋  | 309/400 [20:52<05:44,  3.79s/it, CE=9.330153e-01 H=9.327969e-01 dV_dx=0.000000e+00 dV_dθ=-2.183519e-04 ||∇||=4.902336e+01 | Tr=0.6310]
 77%|███████▋  | 309/400 [20:55<05:44,  3.79s/it, CE=8.924155e-01 H=8.922708e-01 dV_dx=0.000000e+00 dV_dθ=-1.446820e-04 ||∇||=3.084300e+01 | Tr=0.6406]
 78%|███████▊  | 310/400 [20:55<05:17,  3.53s/it, CE=8.924155e-01 H=8.922708e-01 dV_dx=0.000000e+00 dV_dθ=-1.446820e-04 ||∇||=3.084300e+01 | Tr=0.6406]
 78%|███████▊  | 310/400 [20:59<05:17,  3.53s/it, CE=8.505481e-01 H=8.504391e-01 dV_dx=0.000000e+00 dV_dθ=-1.089679e-04 ||∇||=2.379564e+01 | Tr=0.6599]
 78%|███████▊  | 311/400 [20:59<05:10,  3.48s/it, CE=8.505481e-01 H=8.504391e-01 dV_dx=0.000000e+00 dV_dθ=-1.089679e-04 ||∇||=2.379564e+01 | Tr=0.6599]
 78%|███████▊  | 311/400 [21:03<05:10,  3.48s/it, CE=8.803194e-01 H=8.801504e-01 dV_dx=0.000000e+00 dV_dθ=-1.689980e-04 ||∇||=3.839248e+01 | Tr=0.6575]
 78%|███████▊  | 312/400 [21:03<05:29,  3.74s/it, CE=8.803194e-01 H=8.801504e-01 dV_dx=0.000000e+00 dV_dθ=-1.689980e-04 ||∇||=3.839248e+01 | Tr=0.6575]
 78%|███████▊  | 312/400 [21:07<05:29,  3.74s/it, CE=9.123329e-01 H=9.121287e-01 dV_dx=0.000000e+00 dV_dθ=-2.042596e-04 ||∇||=4.710334e+01 | Tr=0.6166]
 78%|███████▊  | 313/400 [21:07<05:32,  3.82s/it, CE=9.123329e-01 H=9.121287e-01 dV_dx=0.000000e+00 dV_dθ=-2.042596e-04 ||∇||=4.710334e+01 | Tr=0.6166]
 78%|███████▊  | 313/400 [21:10<05:32,  3.82s/it, CE=9.445804e-01 H=9.443579e-01 dV_dx=0.000000e+00 dV_dθ=-2.225544e-04 ||∇||=5.050782e+01 | Tr=0.6238]
 78%|███████▊  | 314/400 [21:10<05:20,  3.72s/it, CE=9.445804e-01 H=9.443579e-01 dV_dx=0.000000e+00 dV_dθ=-2.225544e-04 ||∇||=5.050782e+01 | Tr=0.6238]
 78%|███████▊  | 314/400 [21:14<05:20,  3.72s/it, CE=9.556469e-01 H=9.554481e-01 dV_dx=0.000000e+00 dV_dθ=-1.987753e-04 ||∇||=4.439520e+01 | Tr=0.5745]
 79%|███████▉  | 315/400 [21:14<05:14,  3.70s/it, CE=9.556469e-01 H=9.554481e-01 dV_dx=0.000000e+00 dV_dθ=-1.987753e-04 ||∇||=4.439520e+01 | Tr=0.5745]
 79%|███████▉  | 315/400 [21:18<05:14,  3.70s/it, CE=9.227778e-01 H=9.225901e-01 dV_dx=0.000000e+00 dV_dθ=-1.877592e-04 ||∇||=4.289223e+01 | Tr=0.6286]
 79%|███████▉  | 316/400 [21:18<05:02,  3.60s/it, CE=9.227778e-01 H=9.225901e-01 dV_dx=0.000000e+00 dV_dθ=-1.877592e-04 ||∇||=4.289223e+01 | Tr=0.6286]
 79%|███████▉  | 316/400 [21:21<05:02,  3.60s/it, CE=8.682007e-01 H=8.680797e-01 dV_dx=0.000000e+00 dV_dθ=-1.210626e-04 ||∇||=2.751306e+01 | Tr=0.6562]
 79%|███████▉  | 317/400 [21:21<04:54,  3.55s/it, CE=8.682007e-01 H=8.680797e-01 dV_dx=0.000000e+00 dV_dθ=-1.210626e-04 ||∇||=2.751306e+01 | Tr=0.6562]
 79%|███████▉  | 317/400 [21:24<04:54,  3.55s/it, CE=8.264578e-01 H=8.263201e-01 dV_dx=0.000000e+00 dV_dθ=-1.377065e-04 ||∇||=3.104049e+01 | Tr=0.6803]
 80%|███████▉  | 318/400 [21:24<04:49,  3.53s/it, CE=8.264578e-01 H=8.263201e-01 dV_dx=0.000000e+00 dV_dθ=-1.377065e-04 ||∇||=3.104049e+01 | Tr=0.6803]
 80%|███████▉  | 318/400 [21:28<04:49,  3.53s/it, CE=8.825700e-01 H=8.823949e-01 dV_dx=0.000000e+00 dV_dθ=-1.751850e-04 ||∇||=3.999857e+01 | Tr=0.6490]
