JAX Backend: gpu
JAX Devices: [CudaDevice(id=0)]
Loaded config from: /home/kraghavan/projects/ContLearn/runs__/configs/sine_noise_condition3_arch_no_transfer.json
Problem type: regression
Dataset: sine
Tasks: 5
AWB enabled: True
Output directory: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2
Model path: /home/kraghavan/projects/ContLearn/runs__/experiments/sine_noise/results/sine_noise_condition3_arch_no_transfer_run2/sine_noise_condition3_arch_no_transfer_run2
############################################################
# Run ID: 2
############################################################
============================================================
Task 0
============================================================
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
  Note: Batch size capped from 1024 to 800 due to small dataset size (800 samples)
Standard CL training (lr=0.000100, adaptive_lr_min=1.00e-06, loss_ratio=1.00)
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
[DEBUG] PrefetchDataLoader initialized with device: cuda:0
[DEBUG] All available JAX devices: [CudaDevice(id=0)]
  0%|          | 0/500 [00:00<?, ?it/s]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it]
  0%|          | 1/500 [00:07<1:05:02,  7.82s/it, MSE=2.904346e-01 H=2.360387e-01 dV_dx=4.674072e-07 dV_dθ=-5.439643e-02 ||∇||=1.770934e+00 | Tr=0.2821]
 46%|████▌     | 228/500 [01:01<01:16,  3.54it/s, MSE=2.752585e-02 H=2.752446e-02 dV_dx=1.135570e-07 dV_dθ=-1.504783e-06 ||∇||=1.738510e-02 | Tr=0.0278]
 46%|████▌     | 228/500 [01:01<01:16,  3.54it/s, MSE=2.752225e-02 H=2.752063e-02 dV_dx=-1.061654e-07 dV_dθ=-1.505375e-06 ||∇||=1.738683e-02 | Tr=0.0278]
 46%|████▌     | 229/500 [01:01<01:11,  3.79it/s, MSE=2.752225e-02 H=2.752063e-02 dV_dx=-1.061654e-07 dV_dθ=-1.505375e-06 ||∇||=1.738683e-02 | Tr=0.0278]
 46%|████▌     | 229/500 [01:01<01:11,  3.79it/s, MSE=2.751864e-02 H=2.751699e-02 dV_dx=-1.449234e-07 dV_dθ=-1.505969e-06 ||∇||=1.738849e-02 | Tr=0.0278]
 46%|████▌     | 230/500 [01:01<01:10,  3.84it/s, MSE=2.751864e-02 H=2.751699e-02 dV_dx=-1.449234e-07 dV_dθ=-1.505969e-06 ||∇||=1.738849e-02 | Tr=0.0278]
 46%|████▌     | 230/500 [01:02<01:10,  3.84it/s, MSE=2.751505e-02 H=2.751346e-02 dV_dx=-8.087309e-08 dV_dθ=-1.506565e-06 ||∇||=1.739007e-02 | Tr=0.0278]
 46%|████▌     | 231/500 [01:02<01:11,  3.76it/s, MSE=2.751505e-02 H=2.751346e-02 dV_dx=-8.087309e-08 dV_dθ=-1.506565e-06 ||∇||=1.739007e-02 | Tr=0.0278]
 46%|████▌     | 231/500 [01:02<01:11,  3.76it/s, MSE=2.751145e-02 H=2.751015e-02 dV_dx=2.077245e-07 dV_dθ=-1.507161e-06 ||∇||=1.739157e-02 | Tr=0.0278] 
 46%|████▋     | 232/500 [01:02<01:15,  3.53it/s, MSE=2.751145e-02 H=2.751015e-02 dV_dx=2.077245e-07 dV_dθ=-1.507161e-06 ||∇||=1.739157e-02 | Tr=0.0278]
 46%|████▋     | 232/500 [01:02<01:15,  3.53it/s, MSE=2.750787e-02 H=2.750660e-02 dV_dx=2.403281e-07 dV_dθ=-1.507759e-06 ||∇||=1.739299e-02 | Tr=0.0278]
 47%|████▋     | 233/500 [01:02<01:13,  3.64it/s, MSE=2.750787e-02 H=2.750660e-02 dV_dx=2.403281e-07 dV_dθ=-1.507759e-06 ||∇||=1.739299e-02 | Tr=0.0278]
 47%|████▋     | 233/500 [01:02<01:13,  3.64it/s, MSE=2.750428e-02 H=2.750296e-02 dV_dx=1.855985e-07 dV_dθ=-1.508359e-06 ||∇||=1.739433e-02 | Tr=0.0278]
 47%|████▋     | 234/500 [01:02<01:10,  3.79it/s, MSE=2.750428e-02 H=2.750296e-02 dV_dx=1.855985e-07 dV_dθ=-1.508359e-06 ||∇||=1.739433e-02 | Tr=0.0278]
 47%|████▋     | 234/500 [01:03<01:10,  3.79it/s, MSE=2.750070e-02 H=2.749906e-02 dV_dx=-1.350075e-07 dV_dθ=-1.508961e-06 ||∇||=1.739559e-02 | Tr=0.0278]
 47%|████▋     | 235/500 [01:03<01:10,  3.79it/s, MSE=2.750070e-02 H=2.749906e-02 dV_dx=-1.350075e-07 dV_dθ=-1.508961e-06 ||∇||=1.739559e-02 | Tr=0.0278]
 47%|████▋     | 235/500 [01:03<01:10,  3.79it/s, MSE=2.749712e-02 H=2.749557e-02 dV_dx=-4.028076e-08 dV_dθ=-1.509564e-06 ||∇||=1.739677e-02 | Tr=0.0278]
 47%|████▋     | 236/500 [01:03<01:06,  3.97it/s, MSE=2.749712e-02 H=2.749557e-02 dV_dx=-4.028076e-08 dV_dθ=-1.509564e-06 ||∇||=1.739677e-02 | Tr=0.0278]
 47%|████▋     | 236/500 [01:03<01:06,  3.97it/s, MSE=2.749355e-02 H=2.749188e-02 dV_dx=-1.550730e-07 dV_dθ=-1.510169e-06 ||∇||=1.739788e-02 | Tr=0.0278]
 47%|████▋     | 237/500 [01:03<01:02,  4.21it/s, MSE=2.749355e-02 H=2.749188e-02 dV_dx=-1.550730e-07 dV_dθ=-1.510169e-06 ||∇||=1.739788e-02 | Tr=0.0278]
 47%|████▋     | 237/500 [01:03<01:02,  4.21it/s, MSE=2.748998e-02 H=2.748867e-02 dV_dx=2.023376e-07 dV_dθ=-1.510776e-06 ||∇||=1.739889e-02 | Tr=0.0278] 
 48%|████▊     | 238/500 [01:03<01:05,  4.01it/s, MSE=2.748998e-02 H=2.748867e-02 dV_dx=2.023376e-07 dV_dθ=-1.510776e-06 ||∇||=1.739889e-02 | Tr=0.0278]
 48%|████▊     | 238/500 [01:04<01:05,  4.01it/s, MSE=2.748641e-02 H=2.748502e-02 dV_dx=1.217850e-07 dV_dθ=-1.511385e-06 ||∇||=1.739983e-02 | Tr=0.0278]
 48%|████▊     | 239/500 [01:04<01:04,  4.06it/s, MSE=2.748641e-02 H=2.748502e-02 dV_dx=1.217850e-07 dV_dθ=-1.511385e-06 ||∇||=1.739983e-02 | Tr=0.0278]
 48%|████▊     | 239/500 [01:04<01:04,  4.06it/s, MSE=2.748284e-02 H=2.748088e-02 dV_dx=-4.551049e-07 dV_dθ=-1.511996e-06 ||∇||=1.740068e-02 | Tr=0.0277]
 48%|████▊     | 240/500 [01:04<01:05,  3.99it/s, MSE=2.748284e-02 H=2.748088e-02 dV_dx=-4.551049e-07 dV_dθ=-1.511996e-06 ||∇||=1.740068e-02 | Tr=0.0277]
 48%|████▊     | 240/500 [01:04<01:05,  3.99it/s, MSE=2.747928e-02 H=2.747793e-02 dV_dx=1.649805e-07 dV_dθ=-1.512609e-06 ||∇||=1.740145e-02 | Tr=0.0277] 
 48%|████▊     | 241/500 [01:04<01:08,  3.78it/s, MSE=2.747928e-02 H=2.747793e-02 dV_dx=1.649805e-07 dV_dθ=-1.512609e-06 ||∇||=1.740145e-02 | Tr=0.0277]
 48%|████▊     | 241/500 [01:04<01:08,  3.78it/s, MSE=2.747571e-02 H=2.747391e-02 dV_dx=-2.920599e-07 dV_dθ=-1.513225e-06 ||∇||=1.740213e-02 | Tr=0.0277]
 48%|████▊     | 242/500 [01:04<01:03,  4.05it/s, MSE=2.747571e-02 H=2.747391e-02 dV_dx=-2.920599e-07 dV_dθ=-1.513225e-06 ||∇||=1.740213e-02 | Tr=0.0277]
 48%|████▊     | 242/500 [01:05<01:03,  4.05it/s, MSE=2.747215e-02 H=2.747076e-02 dV_dx=1.273475e-07 dV_dθ=-1.513843e-06 ||∇||=1.740272e-02 | Tr=0.0277] 
 49%|████▊     | 243/500 [01:05<01:03,  4.08it/s, MSE=2.747215e-02 H=2.747076e-02 dV_dx=1.273475e-07 dV_dθ=-1.513843e-06 ||∇||=1.740272e-02 | Tr=0.0277]
 49%|████▊     | 243/500 [01:05<01:03,  4.08it/s, MSE=2.746858e-02 H=2.746706e-02 dV_dx=-7.041355e-09 dV_dθ=-1.514464e-06 ||∇||=1.740322e-02 | Tr=0.0277]
 49%|████▉     | 244/500 [01:05<00:56,  4.54it/s, MSE=2.746858e-02 H=2.746706e-02 dV_dx=-7.041355e-09 dV_dθ=-1.514464e-06 ||∇||=1.740322e-02 | Tr=0.0277]
 49%|████▉     | 244/500 [01:05<00:56,  4.54it/s, MSE=2.746501e-02 H=2.746386e-02 dV_dx=3.686022e-07 dV_dθ=-1.515089e-06 ||∇||=1.740362e-02 | Tr=0.0277] 
 49%|████▉     | 245/500 [01:05<00:58,  4.34it/s, MSE=2.746501e-02 H=2.746386e-02 dV_dx=3.686022e-07 dV_dθ=-1.515089e-06 ||∇||=1.740362e-02 | Tr=0.0277]
 49%|████▉     | 245/500 [01:05<00:58,  4.34it/s, MSE=2.746144e-02 H=2.746018e-02 dV_dx=2.550540e-07 dV_dθ=-1.515718e-06 ||∇||=1.740394e-02 | Tr=0.0277]
 49%|████▉     | 246/500 [01:05<00:59,  4.24it/s, MSE=2.746144e-02 H=2.746018e-02 dV_dx=2.550540e-07 dV_dθ=-1.515718e-06 ||∇||=1.740394e-02 | Tr=0.0277]
 49%|████▉     | 246/500 [01:05<00:59,  4.24it/s, MSE=2.745786e-02 H=2.745640e-02 dV_dx=6.334144e-08 dV_dθ=-1.516352e-06 ||∇||=1.740415e-02 | Tr=0.0277]
 49%|████▉     | 247/500 [01:05<01:00,  4.16it/s, MSE=2.745786e-02 H=2.745640e-02 dV_dx=6.334144e-08 dV_dθ=-1.516352e-06 ||∇||=1.740415e-02 | Tr=0.0277]
 49%|████▉     | 247/500 [01:06<01:00,  4.16it/s, MSE=2.745427e-02 H=2.745246e-02 dV_dx=-2.925479e-07 dV_dθ=-1.516993e-06 ||∇||=1.740427e-02 | Tr=0.0277]
 50%|████▉     | 248/500 [01:06<00:59,  4.20it/s, MSE=2.745427e-02 H=2.745246e-02 dV_dx=-2.925479e-07 dV_dθ=-1.516993e-06 ||∇||=1.740427e-02 | Tr=0.0277]
 50%|████▉     | 248/500 [01:06<00:59,  4.20it/s, MSE=2.745068e-02 H=2.744876e-02 dV_dx=-3.964272e-07 dV_dθ=-1.517641e-06 ||∇||=1.740429e-02 | Tr=0.0277]
 50%|████▉     | 249/500 [01:06<01:03,  3.97it/s, MSE=2.745068e-02 H=2.744876e-02 dV_dx=-3.964272e-07 dV_dθ=-1.517641e-06 ||∇||=1.740429e-02 | Tr=0.0277]
 50%|████▉     | 249/500 [01:06<01:03,  3.97it/s, MSE=2.744707e-02 H=2.744562e-02 dV_dx=6.727531e-08 dV_dθ=-1.518299e-06 ||∇||=1.740420e-02 | Tr=0.0277] 
 50%|█████     | 250/500 [01:06<01:00,  4.15it/s, MSE=2.744707e-02 H=2.744562e-02 dV_dx=6.727531e-08 dV_dθ=-1.518299e-06 ||∇||=1.740420e-02 | Tr=0.0277]
 50%|█████     | 250/500 [01:07<01:00,  4.15it/s, MSE=2.744345e-02 H=2.744182e-02 dV_dx=-1.089344e-07 dV_dθ=-1.518969e-06 ||∇||=1.740402e-02 | Tr=0.0277 Te/Cur=0.0277 Te/Exp=0.0277]
 50%|█████     | 251/500 [01:07<01:07,  3.67it/s, MSE=2.744345e-02 H=2.744182e-02 dV_dx=-1.089344e-07 dV_dθ=-1.518969e-06 ||∇||=1.740402e-02 | Tr=0.0277 Te/Cur=0.0277 Te/Exp=0.0277]
 50%|█████     | 251/500 [01:07<01:07,  3.67it/s, MSE=2.743982e-02 H=2.743817e-02 dV_dx=-1.291611e-07 dV_dθ=-1.519654e-06 ||∇||=1.740373e-02 | Tr=0.0277]                            
 50%|█████     | 252/500 [01:07<01:10,  3.52it/s, MSE=2.743982e-02 H=2.743817e-02 dV_dx=-1.291611e-07 dV_dθ=-1.519654e-06 ||∇||=1.740373e-02 | Tr=0.0277]
 50%|█████     | 252/500 [01:07<01:10,  3.52it/s, MSE=2.743617e-02 H=2.743442e-02 dV_dx=-2.325088e-07 dV_dθ=-1.520356e-06 ||∇||=1.740335e-02 | Tr=0.0277]
 51%|█████     | 253/500 [01:07<01:14,  3.30it/s, MSE=2.743617e-02 H=2.743442e-02 dV_dx=-2.325088e-07 dV_dθ=-1.520356e-06 ||∇||=1.740335e-02 | Tr=0.0277]
 51%|█████     | 253/500 [01:07<01:14,  3.30it/s, MSE=2.743250e-02 H=2.743095e-02 dV_dx=-3.383629e-08 dV_dθ=-1.521076e-06 ||∇||=1.740286e-02 | Tr=0.0277]
 51%|█████     | 254/500 [01:07<01:10,  3.50it/s, MSE=2.743250e-02 H=2.743095e-02 dV_dx=-3.383629e-08 dV_dθ=-1.521076e-06 ||∇||=1.740286e-02 | Tr=0.0277]
 51%|█████     | 254/500 [01:08<01:10,  3.50it/s, MSE=2.742882e-02 H=2.742738e-02 dV_dx=7.821003e-08 dV_dθ=-1.521816e-06 ||∇||=1.740227e-02 | Tr=0.0277] 
 51%|█████     | 255/500 [01:08<01:07,  3.62it/s, MSE=2.742882e-02 H=2.742738e-02 dV_dx=7.821003e-08 dV_dθ=-1.521816e-06 ||∇||=1.740227e-02 | Tr=0.0277]
 51%|█████     | 255/500 [01:08<01:07,  3.62it/s, MSE=2.742512e-02 H=2.742350e-02 dV_dx=-9.841554e-08 dV_dθ=-1.522574e-06 ||∇||=1.740157e-02 | Tr=0.0277]
 51%|█████     | 256/500 [01:08<01:07,  3.60it/s, MSE=2.742512e-02 H=2.742350e-02 dV_dx=-9.841554e-08 dV_dθ=-1.522574e-06 ||∇||=1.740157e-02 | Tr=0.0277]
 51%|█████     | 256/500 [01:08<01:07,  3.60it/s, MSE=2.742140e-02 H=2.741996e-02 dV_dx=7.602869e-08 dV_dθ=-1.523345e-06 ||∇||=1.740077e-02 | Tr=0.0277] 
 51%|█████▏    | 257/500 [01:08<01:08,  3.57it/s, MSE=2.742140e-02 H=2.741996e-02 dV_dx=7.602869e-08 dV_dθ=-1.523345e-06 ||∇||=1.740077e-02 | Tr=0.0277]
 51%|█████▏    | 257/500 [01:09<01:08,  3.57it/s, MSE=2.741768e-02 H=2.741622e-02 dV_dx=6.679202e-08 dV_dθ=-1.524122e-06 ||∇||=1.739987e-02 | Tr=0.0277]
 52%|█████▏    | 258/500 [01:09<01:09,  3.49it/s, MSE=2.741768e-02 H=2.741622e-02 dV_dx=6.679202e-08 dV_dθ=-1.524122e-06 ||∇||=1.739987e-02 | Tr=0.0277]
 52%|█████▏    | 258/500 [01:09<01:09,  3.49it/s, MSE=2.741394e-02 H=2.741206e-02 dV_dx=-3.590040e-07 dV_dθ=-1.524891e-06 ||∇||=1.739885e-02 | Tr=0.0277]
 52%|█████▏    | 259/500 [01:09<01:11,  3.39it/s, MSE=2.741394e-02 H=2.741206e-02 dV_dx=-3.590040e-07 dV_dθ=-1.524891e-06 ||∇||=1.739885e-02 | Tr=0.0277]
 52%|█████▏    | 259/500 [01:09<01:11,  3.39it/s, MSE=2.741021e-02 H=2.740852e-02 dV_dx=-1.674864e-07 dV_dθ=-1.525639e-06 ||∇||=1.739774e-02 | Tr=0.0277]
 52%|█████▏    | 260/500 [01:09<01:12,  3.30it/s, MSE=2.741021e-02 H=2.740852e-02 dV_dx=-1.674864e-07 dV_dθ=-1.525639e-06 ||∇||=1.739774e-02 | Tr=0.0277]
 52%|█████▏    | 260/500 [01:09<01:12,  3.30it/s, MSE=2.740649e-02 H=2.740494e-02 dV_dx=-2.099306e-08 dV_dθ=-1.526352e-06 ||∇||=1.739656e-02 | Tr=0.0277]
 52%|█████▏    | 261/500 [01:09<01:04,  3.69it/s, MSE=2.740649e-02 H=2.740494e-02 dV_dx=-2.099306e-08 dV_dθ=-1.526352e-06 ||∇||=1.739656e-02 | Tr=0.0277]
 52%|█████▏    | 261/500 [01:10<01:04,  3.69it/s, MSE=2.740277e-02 H=2.740150e-02 dV_dx=2.485106e-07 dV_dθ=-1.527028e-06 ||∇||=1.739536e-02 | Tr=0.0277] 
 52%|█████▏    | 262/500 [01:10<01:06,  3.58it/s, MSE=2.740277e-02 H=2.740150e-02 dV_dx=2.485106e-07 dV_dθ=-1.527028e-06 ||∇||=1.739536e-02 | Tr=0.0277]
 52%|█████▏    | 262/500 [01:10<01:06,  3.58it/s, MSE=2.739908e-02 H=2.739758e-02 dV_dx=2.417138e-08 dV_dθ=-1.527687e-06 ||∇||=1.739423e-02 | Tr=0.0277]
 53%|█████▎    | 263/500 [01:10<01:02,  3.80it/s, MSE=2.739908e-02 H=2.739758e-02 dV_dx=2.417138e-08 dV_dθ=-1.527687e-06 ||∇||=1.739423e-02 | Tr=0.0277]
 53%|█████▎    | 263/500 [01:10<01:02,  3.80it/s, MSE=2.739541e-02 H=2.739369e-02 dV_dx=-1.908727e-07 dV_dθ=-1.528390e-06 ||∇||=1.739333e-02 | Tr=0.0277]
 53%|█████▎    | 264/500 [01:10<01:01,  3.86it/s, MSE=2.739541e-02 H=2.739369e-02 dV_dx=-1.908727e-07 dV_dθ=-1.528390e-06 ||∇||=1.739333e-02 | Tr=0.0277]
 53%|█████▎    | 264/500 [01:10<01:01,  3.86it/s, MSE=2.739176e-02 H=2.739044e-02 dV_dx=2.110796e-07 dV_dθ=-1.529245e-06 ||∇||=1.739283e-02 | Tr=0.0277] 
 53%|█████▎    | 265/500 [01:10<01:01,  3.81it/s, MSE=2.739176e-02 H=2.739044e-02 dV_dx=2.110796e-07 dV_dθ=-1.529245e-06 ||∇||=1.739283e-02 | Tr=0.0277]
 53%|█████▎    | 265/500 [01:11<01:01,  3.81it/s, MSE=2.738813e-02 H=2.738615e-02 dV_dx=-4.522711e-07 dV_dθ=-1.530391e-06 ||∇||=1.739291e-02 | Tr=0.0277]
 53%|█████▎    | 266/500 [01:11<00:59,  3.90it/s, MSE=2.738813e-02 H=2.738615e-02 dV_dx=-4.522711e-07 dV_dθ=-1.530391e-06 ||∇||=1.739291e-02 | Tr=0.0277]
 53%|█████▎    | 266/500 [01:11<00:59,  3.90it/s, MSE=2.738452e-02 H=2.738308e-02 dV_dx=9.767700e-08 dV_dθ=-1.531944e-06 ||∇||=1.739365e-02 | Tr=0.0276] 
 53%|█████▎    | 267/500 [01:11<01:02,  3.74it/s, MSE=2.738452e-02 H=2.738308e-02 dV_dx=9.767700e-08 dV_dθ=-1.531944e-06 ||∇||=1.739365e-02 | Tr=0.0276]
 53%|█████▎    | 267/500 [01:11<01:02,  3.74it/s, MSE=2.738092e-02 H=2.737924e-02 dV_dx=-1.484224e-07 dV_dθ=-1.533935e-06 ||∇||=1.739495e-02 | Tr=0.0276]
 54%|█████▎    | 268/500 [01:11<00:58,  3.95it/s, MSE=2.738092e-02 H=2.737924e-02 dV_dx=-1.484224e-07 dV_dθ=-1.533935e-06 ||∇||=1.739495e-02 | Tr=0.0276]
 54%|█████▎    | 268/500 [01:11<00:58,  3.95it/s, MSE=2.737734e-02 H=2.737597e-02 dV_dx=1.724645e-07 dV_dθ=-1.536269e-06 ||∇||=1.739646e-02 | Tr=0.0276] 
 54%|█████▍    | 269/500 [01:11<00:58,  3.94it/s, MSE=2.737734e-02 H=2.737597e-02 dV_dx=1.724645e-07 dV_dθ=-1.536269e-06 ||∇||=1.739646e-02 | Tr=0.0276]
 54%|█████▍    | 269/500 [01:12<00:58,  3.94it/s, MSE=2.737377e-02 H=2.737219e-02 dV_dx=-3.924555e-08 dV_dθ=-1.538768e-06 ||∇||=1.739774e-02 | Tr=0.0276]
 54%|█████▍    | 270/500 [01:12<00:58,  3.95it/s, MSE=2.737377e-02 H=2.737219e-02 dV_dx=-3.924555e-08 dV_dθ=-1.538768e-06 ||∇||=1.739774e-02 | Tr=0.0276]
 54%|█████▍    | 270/500 [01:12<00:58,  3.95it/s, MSE=2.737021e-02 H=2.736893e-02 dV_dx=2.635350e-07 dV_dθ=-1.541242e-06 ||∇||=1.739843e-02 | Tr=0.0276] 
 54%|█████▍    | 271/500 [01:12<01:01,  3.70it/s, MSE=2.737021e-02 H=2.736893e-02 dV_dx=2.635350e-07 dV_dθ=-1.541242e-06 ||∇||=1.739843e-02 | Tr=0.0276]
 54%|█████▍    | 271/500 [01:12<01:01,  3.70it/s, MSE=2.736667e-02 H=2.736492e-02 dV_dx=-2.029484e-07 dV_dθ=-1.543554e-06 ||∇||=1.739838e-02 | Tr=0.0276]
 54%|█████▍    | 272/500 [01:12<01:01,  3.68it/s, MSE=2.736667e-02 H=2.736492e-02 dV_dx=-2.029484e-07 dV_dθ=-1.543554e-06 ||∇||=1.739838e-02 | Tr=0.0276]
 54%|█████▍    | 272/500 [01:13<01:01,  3.68it/s, MSE=2.736314e-02 H=2.736158e-02 dV_dx=-1.041437e-08 dV_dθ=-1.545646e-06 ||∇||=1.739767e-02 | Tr=0.0276]
 55%|█████▍    | 273/500 [01:13<01:01,  3.72it/s, MSE=2.736314e-02 H=2.736158e-02 dV_dx=-1.041437e-08 dV_dθ=-1.545646e-06 ||∇||=1.739767e-02 | Tr=0.0276]
 55%|█████▍    | 273/500 [01:13<01:01,  3.72it/s, MSE=2.735962e-02 H=2.735860e-02 dV_dx=5.256209e-07 dV_dθ=-1.547524e-06 ||∇||=1.739654e-02 | Tr=0.0276] 
 55%|█████▍    | 274/500 [01:13<00:59,  3.79it/s, MSE=2.735962e-02 H=2.735860e-02 dV_dx=5.256209e-07 dV_dθ=-1.547524e-06 ||∇||=1.739654e-02 | Tr=0.0276]
 55%|█████▍    | 274/500 [01:13<00:59,  3.79it/s, MSE=2.735612e-02 H=2.735444e-02 dV_dx=-1.361232e-07 dV_dθ=-1.549240e-06 ||∇||=1.739524e-02 | Tr=0.0276]
 55%|█████▌    | 275/500 [01:13<00:56,  4.01it/s, MSE=2.735612e-02 H=2.735444e-02 dV_dx=-1.361232e-07 dV_dθ=-1.549240e-06 ||∇||=1.739524e-02 | Tr=0.0276]
 55%|█████▌    | 275/500 [01:13<00:56,  4.01it/s, MSE=2.735263e-02 H=2.735108e-02 dV_dx=-1.041299e-09 dV_dθ=-1.550866e-06 ||∇||=1.739402e-02 | Tr=0.0276]
 55%|█████▌    | 276/500 [01:13<00:59,  3.76it/s, MSE=2.735263e-02 H=2.735108e-02 dV_dx=-1.041299e-09 dV_dθ=-1.550866e-06 ||∇||=1.739402e-02 | Tr=0.0276]
 55%|█████▌    | 276/500 [01:14<00:59,  3.76it/s, MSE=2.734916e-02 H=2.734809e-02 dV_dx=4.784698e-07 dV_dθ=-1.552458e-06 ||∇||=1.739296e-02 | Tr=0.0276] 
 55%|█████▌    | 277/500 [01:14<01:02,  3.56it/s, MSE=2.734916e-02 H=2.734809e-02 dV_dx=4.784698e-07 dV_dθ=-1.552458e-06 ||∇||=1.739296e-02 | Tr=0.0276]
 55%|█████▌    | 277/500 [01:14<01:02,  3.56it/s, MSE=2.734571e-02 H=2.734400e-02 dV_dx=-1.576667e-07 dV_dθ=-1.554044e-06 ||∇||=1.739207e-02 | Tr=0.0276]
 56%|█████▌    | 278/500 [01:14<01:05,  3.41it/s, MSE=2.734571e-02 H=2.734400e-02 dV_dx=-1.576667e-07 dV_dθ=-1.554044e-06 ||∇||=1.739207e-02 | Tr=0.0276]
 56%|█████▌    | 278/500 [01:14<01:05,  3.41it/s, MSE=2.734227e-02 H=2.734050e-02 dV_dx=-2.143378e-07 dV_dθ=-1.555618e-06 ||∇||=1.739126e-02 | Tr=0.0276]
 56%|█████▌    | 279/500 [01:14<01:00,  3.66it/s, MSE=2.734227e-02 H=2.734050e-02 dV_dx=-2.143378e-07 dV_dθ=-1.555618e-06 ||∇||=1.739126e-02 | Tr=0.0276]
 56%|█████▌    | 279/500 [01:14<01:00,  3.66it/s, MSE=2.733885e-02 H=2.733747e-02 dV_dx=1.788255e-07 dV_dθ=-1.557164e-06 ||∇||=1.739041e-02 | Tr=0.0276] 
 56%|█████▌    | 280/500 [01:14<00:52,  4.15it/s, MSE=2.733885e-02 H=2.733747e-02 dV_dx=1.788255e-07 dV_dθ=-1.557164e-06 ||∇||=1.739041e-02 | Tr=0.0276]
 56%|█████▌    | 280/500 [01:15<00:52,  4.15it/s, MSE=2.733544e-02 H=2.733407e-02 dV_dx=1.912554e-07 dV_dθ=-1.558669e-06 ||∇||=1.738944e-02 | Tr=0.0276]
 56%|█████▌    | 281/500 [01:15<00:54,  4.04it/s, MSE=2.733544e-02 H=2.733407e-02 dV_dx=1.912554e-07 dV_dθ=-1.558669e-06 ||∇||=1.738944e-02 | Tr=0.0276]
 56%|█████▌    | 281/500 [01:15<00:54,  4.04it/s, MSE=2.733204e-02 H=2.733076e-02 dV_dx=2.751971e-07 dV_dθ=-1.560136e-06 ||∇||=1.738832e-02 | Tr=0.0276]
 56%|█████▋    | 282/500 [01:15<00:55,  3.94it/s, MSE=2.733204e-02 H=2.733076e-02 dV_dx=2.751971e-07 dV_dθ=-1.560136e-06 ||∇||=1.738832e-02 | Tr=0.0276]
 56%|█████▋    | 282/500 [01:15<00:55,  3.94it/s, MSE=2.732866e-02 H=2.732742e-02 dV_dx=3.234081e-07 dV_dθ=-1.561581e-06 ||∇||=1.738709e-02 | Tr=0.0276]
 57%|█████▋    | 283/500 [01:15<00:55,  3.88it/s, MSE=2.732866e-02 H=2.732742e-02 dV_dx=3.234081e-07 dV_dθ=-1.561581e-06 ||∇||=1.738709e-02 | Tr=0.0276]
 57%|█████▋    | 283/500 [01:15<00:55,  3.88it/s, MSE=2.732529e-02 H=2.732354e-02 dV_dx=-1.898464e-07 dV_dθ=-1.563025e-06 ||∇||=1.738578e-02 | Tr=0.0276]
 57%|█████▋    | 284/500 [01:15<00:56,  3.82it/s, MSE=2.732529e-02 H=2.732354e-02 dV_dx=-1.898464e-07 dV_dθ=-1.563025e-06 ||∇||=1.738578e-02 | Tr=0.0276]
 57%|█████▋    | 284/500 [01:16<00:56,  3.82it/s, MSE=2.732193e-02 H=2.732029e-02 dV_dx=-7.668279e-08 dV_dθ=-1.564485e-06 ||∇||=1.738444e-02 | Tr=0.0276]
 57%|█████▋    | 285/500 [01:16<00:55,  3.87it/s, MSE=2.732193e-02 H=2.732029e-02 dV_dx=-7.668279e-08 dV_dθ=-1.564485e-06 ||∇||=1.738444e-02 | Tr=0.0276]
 57%|█████▋    | 285/500 [01:16<00:55,  3.87it/s, MSE=2.731859e-02 H=2.731673e-02 dV_dx=-2.951381e-07 dV_dθ=-1.565969e-06 ||∇||=1.738309e-02 | Tr=0.0276]
 57%|█████▋    | 286/500 [01:16<00:56,  3.77it/s, MSE=2.731859e-02 H=2.731673e-02 dV_dx=-2.951381e-07 dV_dθ=-1.565969e-06 ||∇||=1.738309e-02 | Tr=0.0276]
 57%|█████▋    | 286/500 [01:16<00:56,  3.77it/s, MSE=2.731525e-02 H=2.731350e-02 dV_dx=-1.860418e-07 dV_dθ=-1.567474e-06 ||∇||=1.738175e-02 | Tr=0.0276]
 57%|█████▋    | 287/500 [01:16<00:55,  3.81it/s, MSE=2.731525e-02 H=2.731350e-02 dV_dx=-1.860418e-07 dV_dθ=-1.567474e-06 ||∇||=1.738175e-02 | Tr=0.0276]
 57%|█████▋    | 287/500 [01:17<00:55,  3.81it/s, MSE=2.731193e-02 H=2.731023e-02 dV_dx=-1.286131e-07 dV_dθ=-1.568992e-06 ||∇||=1.738039e-02 | Tr=0.0276]
 58%|█████▊    | 288/500 [01:17<00:58,  3.59it/s, MSE=2.731193e-02 H=2.731023e-02 dV_dx=-1.286131e-07 dV_dθ=-1.568992e-06 ||∇||=1.738039e-02 | Tr=0.0276]
